SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,April-2-2020,Single Family Residential,7030 16th Ave NE,Seattle,WA,98115,1350000,5,2.5,Ravenna,2690,5100,1925,63,502,,Sold,,,http://www.redfin.com/WA/Seattle/7030-16th-Ave-NE-98115/home/309507,NWMLS,1568851,N,Y,47.6803414,-122.3105931
PAST SALE,March-19-2020,Single Family Residential,9738 Lake Shore Blvd NE,Seattle,WA,98115,1725000,4,2.25,Matthews Beach,2120,3912,1945,77,814,,Sold,,,http://www.redfin.com/WA/Seattle/9738-Lake-Shore-Blvd-NE-98115/home/319413,NWMLS,1566072,N,Y,47.7004779,-122.2730295
PAST SALE,May-19-2020,Single Family Residential,5509 NE 63rd St,Seattle,WA,98115,1260000,4,2.5,Hawthorne Hills,2560,5665,1956,16,492,,Sold,,,http://www.redfin.com/WA/Seattle/5509-NE-63rd-St-98115/home/320537,NWMLS,1587287,N,Y,47.6744773,-122.2683642
PAST SALE,April-28-2020,Single Family Residential,7335 18th Ave NE,Seattle,WA,98115,1020000,3,2,Ravenna,2250,6120,1926,37,453,,Sold,,,http://www.redfin.com/WA/Seattle/7335-18th-Ave-NE-98115/home/309264,NWMLS,1582587,N,Y,47.682263,-122.3091155
PAST SALE,April-16-2020,Single Family Residential,6529 19th Ave NE,Seattle,WA,98115,1150000,4,2,Ravenna,2670,4590,1923,49,431,,Sold,,,http://www.redfin.com/WA/Seattle/6529-19th-Ave-NE-98115/home/309802,NWMLS,1581262,N,Y,47.6766921,-122.3078961
PAST SALE,March-25-2020,Single Family Residential,6019 53rd Ave NE,Seattle,WA,98115,1760000,4,3.25,Hawthorne Hills,3492,5019,2018,71,504,,Sold,,,http://www.redfin.com/WA/Seattle/6019-53rd-Ave-NE-98115/home/22441634,NWMLS,1552577,N,Y,47.673338,-122.271099
PAST SALE,April-3-2020,Single Family Residential,2415 77 St NE,Seattle,WA,98115,1190000,3,3,Ravenna,2379,2694,2016,62,500,,Sold,,,http://www.redfin.com/WA/Seattle/2415-NE-77th-St-98115/home/22545176,NWMLS,1567385,N,Y,47.684708,-122.3012286
PAST SALE,April-23-2020,Single Family Residential,7755 35th Ave NE,Seattle,WA,98115,1150000,3,3.5,Wedgwood,2800,3100,2007,42,411,,Sold,,,http://www.redfin.com/WA/Seattle/7755-35th-Ave-NE-98115/home/12304222,NWMLS,1579210,N,Y,47.6863894,-122.2909721
PAST SALE,March-27-2020,Single Family Residential,2506 NE 68th St,Seattle,WA,98115,1160000,4,2.75,Ravenna,1940,4998,1953,69,598,,Sold,,,http://www.redfin.com/WA/Seattle/2506-NE-68th-St-98115/home/316754,NWMLS,1566960,N,Y,47.6777811,-122.3002275
PAST SALE,April-14-2020,Single Family Residential,8029 12th Ave NE,Seattle,WA,98115,1095000,3,2.5,Maple Leaf,2685,5250,1938,51,408,,Sold,,,http://www.redfin.com/WA/Seattle/8029-12th-Ave-NE-98115/home/108427,NWMLS,1581219,N,Y,47.6876218,-122.3152563
PAST SALE,March-31-2020,Single Family Residential,6224 23rd Ave NE,Seattle,WA,98115,1000000,5,2.5,Ravenna,3010,6271,1922,65,332,,Sold,,,http://www.redfin.com/WA/Seattle/6224-23rd-Ave-NE-98115/home/307988,NWMLS,1553961,N,Y,47.6745337,-122.3025496
PAST SALE,March-18-2020,Single Family Residential,7010 17th Ave NE,Seattle,WA,98115,1010000,4,2.25,Ravenna,2290,5471,1939,78,441,,Sold,,,http://www.redfin.com/WA/Seattle/7010-17th-Ave-NE-98115/home/309467,NWMLS,1562284,N,Y,47.679764,-122.3095665
PAST SALE,May-27-2020,Single Family Residential,6058 34th Ave NE,Seattle,WA,98115,1011000,4,1.5,Bryant,2520,4750,1928,8,401,,Sold,,,http://www.redfin.com/WA/Seattle/6058-34th-Ave-NE-98115/home/312201,NWMLS,1592927,N,Y,47.6738196,-122.2908969
PAST SALE,April-13-2020,Single Family Residential,7551 28th Ave NE,Seattle,WA,98115,1687000,4,3.25,Wedgwood,3370,5000,2002,52,501,,Sold,,,http://www.redfin.com/WA/Seattle/7551-28th-Ave-NE-98115/home/315737,NWMLS,1579942,N,Y,47.6846167,-122.2975489
PAST SALE,May-14-2020,Single Family Residential,4232 NE 73rd St,Seattle,WA,98115,1085000,3,1.75,View Ridge,1800,6386,1955,21,603,,Sold,,,http://www.redfin.com/WA/Seattle/4232-NE-73rd-St-98115/home/316334,NWMLS,1587698,N,Y,47.6818368,-122.2822938
PAST SALE,April-17-2020,Single Family Residential,7601 Latona Ave NE,Seattle,WA,98115,1250000,4,2.75,Green Lake,2680,3514,1968,48,466,,Sold,,,http://www.redfin.com/WA/Seattle/7601-Latona-Ave-NE-98115/unit-B/home/307685,NWMLS,1575462,N,Y,47.6836681,-122.3259026
PAST SALE,,Single Family Residential,4801 NE 71st St,Seattle,WA,98115,1065000,3,1.75,,1810,6868,1943,,588,,,,,http://www.redfin.com/WA/Seattle/4801-NE-71st-St-98115/home/320999,,,N,Y,47.6799018,-122.2765565
PAST SALE,March-31-2020,Single Family Residential,6517 52nd Ave NE,Seattle,WA,98115,1411000,4,1.75,View Ridge,2720,7011,1951,65,519,,Sold,,,http://www.redfin.com/WA/Seattle/6517-52nd-Ave-NE-98115/home/321351,NWMLS,1568833,N,Y,47.676338,-122.2719819
PAST SALE,March-10-2020,Single Family Residential,6049 52nd Ave NE,Seattle,WA,98115,1200000,3,2.75,Hawthorne Hills,2120,7216,1943,86,566,,Sold,,,http://www.redfin.com/WA/Seattle/6049-52nd-Ave-NE-98115/home/320613,NWMLS,1561859,N,Y,47.6735937,-122.2719879
PAST SALE,April-13-2020,Single Family Residential,4252 NE 74th St,Seattle,WA,98115,1175000,3,2.5,View Ridge,2494,6405,1957,52,471,,Sold,,,http://www.redfin.com/WA/Seattle/4252-NE-74th-St-98115/home/316943,NWMLS,1547941,N,Y,47.6824788,-122.2814764
PAST SALE,April-13-2020,Single Family Residential,6500 57th Ave NE,Seattle,WA,98115,1900000,4,3.5,View Ridge,3260,5260,2013,52,583,,Sold,,,http://www.redfin.com/WA/Seattle/6500-57th-Ave-NE-98115/home/45464907,NWMLS,1577869,N,Y,47.675935,-122.267752
PAST SALE,March-23-2020,Single Family Residential,7551 45th Ave NE,Seattle,WA,98115,1070000,5,2.25,View Ridge,2940,7150,1955,73,364,,Sold,,,http://www.redfin.com/WA/Seattle/7551-45th-Ave-NE-98115/home/316715,NWMLS,1563614,N,Y,47.6845257,-122.2801436
PAST SALE,May-13-2020,Single Family Residential,7331 52nd Ave NE,Seattle,WA,98115,1601525,4,1.75,View Ridge,3342,6250,1941,22,479,,Sold,,,http://www.redfin.com/WA/Seattle/7331-52nd-Ave-NE-98115/home/321942,NWMLS,1583406,N,Y,47.6821685,-122.2721074
PAST SALE,April-13-2020,Single Family Residential,3221 NE 92nd St,Seattle,WA,98115,1170900,5,2.25,Wedgwood,2650,10578,1941,52,442,,Sold,,,http://www.redfin.com/WA/Seattle/3221-NE-92nd-St-98115/home/318394,NWMLS,1569967,N,Y,47.6953531,-122.2923183
PAST SALE,May-22-2020,Single Family Residential,6226 50th Ave NE,Seattle,WA,98115,1350000,3,2,Hawthorne Hills,2840,5500,1962,13,475,,Sold,,,http://www.redfin.com/WA/Seattle/6226-50th-Ave-NE-98115/home/320646,NWMLS,1573966,N,Y,47.6747739,-122.2735532
PAST SALE,May-12-2020,Single Family Residential,1520 NE 62nd St,Seattle,WA,98115,1425000,4,3,Ravenna,2850,4056,1940,23,500,,Sold,,,http://www.redfin.com/WA/Seattle/1520-NE-62nd-St-98115/home/308279,NWMLS,1581687,N,Y,47.6742044,-122.3108972
PAST SALE,May-15-2020,Single Family Residential,9536 46th Ave NE,Seattle,WA,98115,1020000,4,2.5,Matthews Beach,2240,7200,1991,20,455,,Sold,,,http://www.redfin.com/WA/Seattle/9536-46th-Ave-NE-98115/home/112603,NWMLS,1589701,N,Y,47.6985122,-122.2785863
PAST SALE,May-22-2020,Single Family Residential,6549 53rd Ave NE,Seattle,WA,98115,1100000,4,2.5,View Ridge,2370,5985,1943,13,464,,Sold,,,http://www.redfin.com/WA/Seattle/6549-53rd-Ave-NE-98115/home/322066,NWMLS,1583065,N,Y,47.6772049,-122.2708598
PAST SALE,April-27-2020,Single Family Residential,6327 17th Ave NE,Seattle,WA,98115,1080000,4,3,Ravenna,3432,4080,1910,38,315,,Sold,,,http://www.redfin.com/WA/Seattle/6327-17th-Ave-NE-98115/home/308527,NWMLS,1571084,N,Y,47.6755541,-122.3100136
PAST SALE,March-17-2020,Single Family Residential,2118 NE 61st St,Seattle,WA,98115,1266585,3,2,Ravenna,2660,6960,1920,79,476,,Sold,,,http://www.redfin.com/WA/Seattle/2118-NE-61st-St-98115/home/308589,NWMLS,1572122,N,Y,47.6729628,-122.3044951
PAST SALE,March-11-2020,Single Family Residential,4821 NE 68th St,Seattle,WA,98115,1500000,4,2.25,View Ridge,2290,8442,1948,85,655,,Sold,,,http://www.redfin.com/WA/Seattle/4821-NE-68th-St-98115/home/321982,NWMLS,1584646,N,Y,47.6774403,-122.2759766
PAST SALE,May-29-2020,Single Family Residential,7722 58th Ave NE,Seattle,WA,98115,1130000,3,2,View Ridge,1790,6300,1939,6,631,,Sold,,,http://www.redfin.com/WA/Seattle/7722-58th-Ave-NE-98115/home/320804,NWMLS,1572518,N,Y,47.6853252,-122.2658675
PAST SALE,March-27-2020,Single Family Residential,6836 17th Ave NE,Seattle,WA,98115,1403000,3,3.25,Ravenna,2550,4080,1927,69,550,,Sold,,,http://www.redfin.com/WA/Seattle/6836-17th-Ave-NE-98115/home/311179,NWMLS,1572359,N,Y,47.6787138,-122.3095093
PAST SALE,March-26-2020,Single Family Residential,8017 19th Ave NE,Seattle,WA,98115,1050000,3,2.5,Ravenna,2100,2869,2004,70,500,,Sold,,,http://www.redfin.com/WA/Seattle/8017-19th-Ave-NE-98115/home/309464,NWMLS,1573853,N,Y,47.6872212,-122.3082158
PAST SALE,March-20-2020,Single Family Residential,3803 NE 96th St,Seattle,WA,98115,1022000,5,1.5,Wedgwood,2420,10945,1955,76,422,,Sold,,,http://www.redfin.com/WA/Seattle/3803-NE-96th-St-98115/home/112575,NWMLS,1566956,N,Y,47.6981662,-122.287874
